編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPSPMLTJMHOFFEF86EA,29,6.65,共有部分,鋼筋混凝土造,78年11月17日,五層,
RPWNMLPKKHOFFEF56EA,19,103.43,住家用,鋼筋混凝土造,89年6月16日,十二層,九層
RPWNMLPKKHOFFEF56EA,19,33.89,共有部分,鋼筋混凝土造,89年6月16日,十三層,
RPWNMLPKKHOFFEF56EA,19,42.91,共有部分,鋼筋混凝土造,89年6月16日,十三層,
RPVNMLPKKHOFFEF09EA,6,32.34,見其他登記事項,鋼筋混凝土造,102年2月23日,十四層,
RPVNMLPKKHOFFEF09EA,6,50.59,住家用,鋼筋混凝土造,102年2月23日,十二層,二層
RPOUMLOJLHOFFEF98EA,12,157.34,見其他登記事項,鋼筋混凝土造,95年9月26日,三層,一層 二層 三層 屋頂突出物 騎樓
RPOUMLOJLHOFFEF98EA,12,19.11,共有部分,鋼筋混凝土造,95年9月26日,三層,
RPQQMLLJKHOFFHF58DA,20,58.67,商業用,鋼筋混凝土造,87年10月27日,十五層,二層
RPQQMLLJKHOFFHF58DA,20,4.32,共有部分,鋼筋混凝土造,87年10月27日,十五層,
RPQQMLLJKHOFFHF58DA,20,12.98,共有部分,鋼筋混凝土造,87年10月27日,十五層,
RPQQMLLJKHOFFHF58DA,20,2.56,共有部分,鋼筋混凝土造,87年10月27日,十五層,
RPQQMLLJKHOFFHF58DA,20,10.37,共有部分,鋼筋混凝土造,87年10月27日,十五層,
RPWNMLNKKHOFFGF56EA,36,82.51,住家用,鋼筋混凝土造,72年1月29日,五層,四層
RPQSMLMKKHOFFBF48EA,35,85.71,住家用,鋼筋混凝土造,72年7月30日,五層,五層
RPOQMLLJKHOFFHF38DA,35,81.09,住家用,鋼筋混凝土造,72年7月17日,五層,四層
RPTQMLLJKHOFFHF88DA,39,92.33,住家用,鋼筋混凝土造,68年9月23日,四層,四層 陽台
RPWOMLLJKHOFFEF68DA,3,3.18,見其他登記事項,鋼筋混凝土造,105年4月6日,九層,
RPWOMLLJKHOFFEF68DA,3,23.99,見其他登記事項,鋼筋混凝土造,105年4月6日,九層,
RPWNMLLKKHOFFIF09DA,1,95.83,見其他登記事項,鋼筋混凝土造,106年8月3日,十二層,八層
RPWNMLLKKHOFFIF09DA,1,79.74,見其他登記事項,鋼筋混凝土造,106年8月3日,十三層,
RPRNMLLKKHOFFAF87EA,47,82.32,住家用,加強磚造,61年2月22日,二層,一層 二層
RPTOMLLKKHOFFGF68DA,24,81.59,住家用,鋼筋混凝土造,83年7月12日,七層,四層
RPTOMLLKKHOFFGF68DA,24,30.86,共有部分,鋼筋混凝土造,83年7月12日,七層,
RPOOMLLJKHOFFDF77DA,17,104.09,住家用,鋼筋混凝土造,91年4月19日,九層,三層
RPOOMLLJKHOFFDF77DA,17,46.63,共有部分,鋼筋混凝土造,91年4月19日,九層,
RPSOMLSKKHOFFAF78EA,20,2.54,見其他登記事項,鋼筋混凝土造,87年11月20日,十六層,
RPSOMLSKKHOFFAF78EA,20,114.19,住家用,鋼筋混凝土造,87年11月20日,十六層,六層
RPSOMLSKKHOFFAF78EA,20,45.89,見其他登記事項,鋼筋混凝土造,87年11月20日,十六層,
RPSOMLSKKHOFFAF78EA,20,20.61,見其他登記事項,鋼筋混凝土造,87年11月20日,十六層,
RPWPMLLKKHOFFDF78DA,13,93.15,住家用,鋼筋混凝土造,94年12月22日,九層,七層
RPWPMLLKKHOFFDF78DA,13,66.43,共有部分,鋼筋混凝土造,94年12月22日,九層,
RPSOMLQJLHOFFEF98EA,11,114.05,住家用,鋼筋混凝土造,96年11月21日,二十四層,九層
RPSOMLQJLHOFFEF98EA,11,64.37,共有部分,鋼筋混凝土造,96年11月21日,二十六層,
RPROMLOKKHOFFCF38DA,,84.81,住家用,加強磚造,,四層,一層
RPUNMLMKKHOFFIF88CA,23,78.30,見其他登記事項,鋼筋混凝土造,84年11月24日,五層,一層 地下一層
RPUNMLMKKHOFFIF88CA,23,5.80,見其他登記事項,鋼筋混凝土造,84年11月24日,五層,
RPUNMLMKKHOFFIF88CA,23,15.83,見其他登記事項,鋼筋混凝土造,84年11月24日,五層,
RPWRMLMKKHOFFBF88DA,20,85.61,住家用,鋼筋混凝土造,87年12月9日,七層,一層
RPWRMLMKKHOFFBF88DA,20,12.78,共有部分,鋼筋混凝土造,87年12月9日,七層,
RPWRMLMKKHOFFBF88DA,20,10.07,共有部分,鋼筋混凝土造,87年12月9日,七層,
RPOOMLTKKHOFFIF09CA,,74.95,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,三層
RPOOMLTKKHOFFIF09CA,,78.44,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,
RPPNMLRKKHOFFCF38DA,8,.18,見其他登記事項,鋼筋混凝土造,99年10月22日,十四層,一層
RPPNMLRKKHOFFCF38DA,8,30.19,見其他登記事項,鋼筋混凝土造,99年10月22日,十四層,
RPPNMLRKKHOFFCF38DA,8,187.54,住家用,鋼筋混凝土造,99年10月22日,十四層,六層
RPPNMLRKKHOFFCF38DA,8,27.93,見其他登記事項,鋼筋混凝土造,99年10月22日,十四層,
RPPNMLRKKHOFFCF38DA,8,50.09,見其他登記事項,鋼筋混凝土造,99年10月22日,十四層,
RPROMLPKKHOFFIF98CA,19,60.25,住家用,鋼筋混凝土造,88年9月8日,九層,六層
RPROMLPKKHOFFIF98CA,19,10.00,共有部分,鋼筋混凝土造,88年9月8日,九層,
RPROMLPKKHOFFIF98CA,19,40.40,共有部分,鋼筋混凝土造,88年9月8日,九層,
RPQNMLLKKHOFFIF38CA,14,120.96,住家用,鋼筋混凝土造,94年6月9日,十五層,四層
RPQNMLLKKHOFFIF38CA,14,20.42,共有部分,鋼筋混凝土造,94年6月9日,十五層,
RPQNMLLKKHOFFIF38CA,14,47.25,共有部分,鋼筋混凝土造,94年6月9日,十五層,
RPVOMLNKKHOFFCF68DA,25,95.51,住家用,鋼筋混凝土造,83年4月30日,十二層,九層
RPVOMLNKKHOFFCF68DA,25,22.52,共有部分,鋼筋混凝土造,83年4月30日,十二層,
RPTNMLPKKHOFFIF09CA,9,141.00,見其他登記事項,鋼筋混凝土造,98年7月30日,二十五層,二十五層
RPTNMLPKKHOFFIF09CA,9,18.46,共有部分,鋼筋混凝土造,98年7月30日,二十五層,
RPTNMLPKKHOFFIF09CA,9,39.03,共有部分,鋼筋混凝土造,98年7月30日,二十五層,
RPTNMLPKKHOFFIF09CA,9,42.89,共有部分,鋼筋混凝土造,98年7月30日,二十五層,
RPQQMLSJLHOFFAF78EA,27,167.81,住家用,鋼筋混凝土造,81年3月5日,二十一層,二層
RPQQMLSJLHOFFAF78EA,27,10.21,共有部份,鋼骨鋼筋混凝土造,81年3月5日,二十二層,
RPRRMLKLKHOFFIF88CA,9,73.19,見其他登記事項,鋼筋混凝土造,98年10月1日,十五層,七層
RPRRMLKLKHOFFIF88CA,9,18.94,見其他登記事項,鋼筋混凝土造,98年10月1日,十五層,
RPRRMLKLKHOFFIF88CA,9,20.28,見其他登記事項,鋼筋混凝土造,98年10月1日,十五層,
RPTOMLNLKHOFFIF09CA,,97.14,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,一層 二層
RPTOMLNLKHOFFIF09CA,,71.40,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,
RPWNMLNLKHOFFIF66CA,21,85.13,住家用,鋼筋混凝土造,86年12月26日,十一層,八層 夾層
RPWNMLNLKHOFFIF66CA,21,56.93,共有部分,鋼筋混凝土造,86年12月26日,十一層,
RPVOMLNLKHOFFIF66CA,,86.21,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,七層
RPVOMLNLKHOFFIF66CA,,78.44,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,
RPROMLNLKHOFFIF88CA,,95.53,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,一層 二層
RPROMLNLKHOFFIF88CA,,71.08,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,
RPPNMLRKKHOFFIF88CA,9,116.67,見其他登記事項,鋼筋混凝土造,98年7月30日,二十五層,十六層
RPPNMLRKKHOFFIF88CA,9,14.85,共有部分,鋼筋混凝土造,98年7月30日,二十五層,
RPPNMLRKKHOFFIF88CA,9,38.07,共有部分,鋼筋混凝土造,98年7月30日,二十五層,
RPPNMLRKKHOFFIF88CA,9,39.03,共有部分,鋼筋混凝土造,98年7月30日,二十五層,
RPTWMLTKKHOFFIF77CA,,86.21,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,九層
RPTWMLTKKHOFFIF77CA,,78.44,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,
RPXSMLTKKHOFFIF77CA,,74.95,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,三層
RPXSMLTKKHOFFIF77CA,,78.44,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,
RPPPMLNLKHOFFIF78CA,,95.53,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,一層 二層
RPPPMLNLKHOFFIF78CA,,107.90,見其他登記事項,鋼筋混凝土造,107年10月18日,十層,
RPWNMLMKKHOFFHF98CA,22,73.32,住家用,鋼筋混凝土造,85年7月1日,十六層,十四層
RPWNMLMKKHOFFHF98CA,22,7.98,共有部分,鋼筋混凝土造,85年7月1日,十六層,
RPWNMLLKKHOFFHF88CA,5,27.28,見其他登記事項,見其他登記事項,103年1月2日,二十層,
RPQNMLMKKHOFFHF38CA,27,59.34,商業用,鋼筋混凝土造,80年8月1日,十二層,一層 騎樓
RPQNMLMKKHOFFHF38CA,27,8.65,共有部分,鋼筋混凝土造,80年8月1日,十二層,
RPTOMLLKKHOFFHF68CA,8,1.63,見其他登記事項,見其他登記事項,99年10月1日,七層,一層
RPTOMLLKKHOFFHF68CA,8,6.76,見其他登記事項,見其他登記事項,99年10月1日,七層,
RPTOMLLKKHOFFHF68CA,8,75.69,見其他登記事項,見其他登記事項,99年10月1日,七層,二層
RPTOMLLKKHOFFHF68CA,8,50.29,見其他登記事項,見其他登記事項,99年10月1日,七層,
RPPOMLLKKHOFFHF28CA,14,73.89,共有部分,鋼筋混凝土造,93年9月15日,十四層,
RPPOMLLKKHOFFHF28CA,14,112.29,住家用,鋼筋混凝土造,93年9月15日,十四層,六層
RPQOMLLKKHOFFHF38CA,44,104.22,見其他登記事項,見其他登記事項,64年3月22日,四層,三層
RPPNMLTJKHOFFHF88CA,38,116.73,住家用,鋼筋混凝土造,70年4月10日,五層,二層
RPSQMLMKKHOFFAF28DA,,78.40,住家用,加強磚造,,四層,三層 陽台
RPQPMLLJKHOFFIF48CA,,112.24,住家用,鋼筋混凝土造,,二層,一層 二層 陽台 平台
RPSPMLPLKHOFFGF09CA,29,98.94,工業用,鋼筋混凝土造,78年7月3日,五層,四層
RPVPMLOKKHOFFHF66CA,19,121.86,住家用,鋼筋混凝土造,88年9月30日,十三層,十二層
RPVPMLOKKHOFFHF66CA,19,28.14,共有部分,鋼筋混凝土造,88年9月30日,十三層,
RPVPMLOKKHOFFHF66CA,19,3.85,共有部分,鋼筋混凝土造,88年9月30日,十三層,
RPVPMLOKKHOFFHF66CA,19,48.56,共有部分,鋼筋混凝土造,88年9月30日,十三層,
RPWOMLLKKHOFFGF88CA,21,30.80,共有部分,鋼筋混凝土造,86年10月13日,十一層,
RPQNMLRKKHOFFGF78CA,20,99.16,住家用,鋼筋混凝土造,87年9月10日,七層,四層
RPQNMLRKKHOFFGF78CA,20,11.69,共有部分,鋼筋混凝土造,87年9月10日,八層,
RPQNMLRKKHOFFGF78CA,20,16.66,共有部分,鋼筋混凝土造,87年9月10日,,
RPXNMLMKKHOFFGF98CA,37,92.00,住家用,鋼筋混凝土造,70年10月7日,五層,三層
RPXOMLMKKHOFFGF09CA,33,83.06,住家用,鋼筋混凝土造,75年4月15日,五層,一層
RPQOMLMKKHOFFEF18CA,44,193.62,住家用,加強磚造,64年3月19日,二層,一層 二層 走廊
RPXOMLLKKHOFFGF98CA,21,69.06,住家用,鋼筋混凝土造,86年10月13日,七層,七層
RPXOMLLKKHOFFGF98CA,21,7.25,共有部分,鋼筋混凝土造,86年10月13日,七層,
RPXOMLLKKHOFFGF98CA,21,47.52,共有部分,鋼筋混凝土造,86年10月13日,十一層,
RPWPMLNKKHOFFEF98CA,29,33.10,住家用,鋼筋混凝土造,78年8月22日,五層,一層
RPWPMLNKKHOFFEF98CA,29,.78,共有部分,鋼筋混凝土造,78年8月22日,五層,
RPWPMLNKKHOFFEF98CA,29,6.90,共有部分,鋼筋混凝土造,78年8月22日,五層,
RPWPMLNKKHOFFEF98CA,29,3.13,共有部分,鋼筋混凝土造,78年8月22日,五層,
RPTOMLLJKHOFFEF28CA,22,.44,共有部分,鋼筋混凝土造,86年4月2日,十六層,
RPTOMLLJKHOFFEF28CA,22,.49,商業用,鋼筋混凝土造,86年4月2日,十六層,
RPTOMLLJKHOFFEF28CA,22,.07,共有部分,鋼筋混凝土造,85年10月9日,十三層,
RPTOMLLJKHOFFEF28CA,22,.04,住家用,鋼筋混凝土造,85年10月9日,十三層,
RPTOMLLJKHOFFEF28CA,22,81.64,共有部分,鋼筋混凝土造,85年10月9日,十三層,
RPTOMLLJKHOFFEF28CA,22,100.72,住家用,鋼筋混凝土造,85年10月9日,十三層,七層
RPUQMLOKKHOFFEF98CA,,115.95,住家用,鋼筋混凝土造,107年11月2日,二十一層,九層
RPUQMLOKKHOFFEF98CA,,73.07,見其他登記事項,鋼筋混凝土造,107年11月2日,二十一層,
RPROMLNLKHOFFEF48CA,10,31.23,住家用,鋼筋混凝土造,98年2月18日,二十二層,十八層
RPROMLNLKHOFFEF48CA,10,13.28,共有部分,鋼筋混凝土造,98年2月18日,二十二層,
RPWQMLOKKHOFFEF56CA,,67.34,見其他登記事項,鋼筋混凝土造,107年11月2日,二十一層,
RPWQMLOKKHOFFEF56CA,,89.73,住家用,鋼筋混凝土造,107年11月2日,二十一層,七層
RPQNMLLKKHOFFEF97CA,23,106.83,住家用,鋼筋混凝土造,85年2月8日,十二層,十層
RPQNMLLKKHOFFEF97CA,23,24.12,共有部分,鋼筋混凝土造,85年2月8日,十二層,
RPQNMLLKKHOFFEF97CA,23,6.87,共有部分,鋼筋混凝土造,85年2月8日,十四層,
RPPQMLTKKHOFFEF98CA,1,62.49,住家用,鋼筋混凝土造,106年12月29日,二十七層,七層
RPPQMLTKKHOFFEF98CA,1,44.36,見其他登記事項,鋼筋混凝土造,106年12月29日,二十七層,
RPTRMLTKKHOFFEF86CA,26,129.40,住家用,鋼筋混凝土造,81年10月21日,七層,六層
RPTRMLTKKHOFFEF86CA,26,17.81,共有部分,鋼筋混凝土造,81年10月21日,七層,
RPOPMLNKNHOFFAF28EA,37,72.00,住家用,鋼筋混凝土造,70年7月28日,五層,四層
RPSOMLNKKHOFFDF38CA,25,36.31,見其他登記事項,鋼筋混凝土造,82年7月29日,二十一層,地下二層 地下三層
RPSOMLNKKHOFFDF38CA,25,106.55,住家用,鋼筋混凝土造,82年7月29日,二十一層,四層
RPSOMLNKKHOFFDF38CA,25,32.87,共有部分,鋼筋混凝土造,82年7月29日,二十一層,
RPRNMLMLKHOFFFF38CA,25,124.85,住家用,鋼筋混凝土造,82年7月26日,五層,一層
RPRNMLMLKHOFFFF38CA,25,2.33,共有部分,鋼筋混凝土造,82年7月26日,五層,
RPRNMLMLKHOFFFF38CA,25,10.17,共有部分,鋼筋混凝土造,82年7月26日,五層,
RPSPMLLKKHOFFDF28CA,23,62.60,住家用,鋼筋混凝土造,84年8月24日,十三層,五層
RPSPMLLKKHOFFDF28CA,23,5.96,共有部分,鋼筋混凝土造,84年8月24日,十三層,
RPVNMLLKKHOFFGF68CA,1,70.98,見其他登記事項,鋼筋混凝土造,106年12月6日,十一層,八層
RPVNMLLKKHOFFGF68CA,1,28.99,共有部分,鋼筋混凝土造,106年12月6日,十一層,
RPSPMLSKKHOFFEF09CA,,67.34,見其他登記事項,鋼筋混凝土造,107年11月2日,二十一層,
RPSPMLSKKHOFFEF09CA,,95.35,住家用,鋼筋混凝土造,107年11月2日,二十一層,四層
RPPQMLPKKHOFFDF48CA,10,31.08,共有部分,鋼筋混凝土造,97年7月22日,十四層,
RPPQMLPKKHOFFDF48CA,10,.01,見其他登記事項,鋼筋混凝土造,97年7月22日,十四層,一層
RPPQMLPKKHOFFDF48CA,10,.00,共有部分,鋼筋混凝土造,97年7月22日,十四層,
RPPQMLPKKHOFFDF48CA,10,88.72,住家用,鋼筋混凝土造,97年7月22日,十四層,十一層
RPPQMLPKKHOFFDF48CA,10,.00,共有部分,鋼筋混凝土造,97年7月22日,十四層,
RPPQMLPKKHOFFDF48CA,10,14.32,共有部分,鋼筋混凝土造,97年7月22日,十四層,
RPPQMLPKKHOFFDF48CA,10,8.38,共有部分,鋼筋混凝土造,97年7月22日,十四層,
RPPQMLPKKHOFFDF48CA,10,20.18,共有部分,鋼筋混凝土造,97年7月22日,十四層,
RPWNMLMKKHOFFCF48CA,47,88.20,住家用,加強磚造,61年1月20日,二層,一層 二層
RPROMLMKLHOFFGF58CA,10,119.13,住家用,鋼筋混凝土造,98年1月21日,十五層,二層
RPROMLMKLHOFFGF58CA,10,54.18,共有部分,鋼筋混凝土造,98年1月21日,十五層,
RPROMLMKLHOFFGF58CA,10,38.27,共有部分,鋼筋混凝土造,98年1月21日,十五層,
RPROMLMKLHOFFGF58CA,10,.07,商業用,鋼筋混凝土造,98年1月21日,十五層,
RPTOMLLKKHOFFCF18CA,25,86.84,住家用,鋼筋混凝土造,83年4月8日,七層,二層
RPTOMLLKKHOFFCF18CA,25,14.47,共有部分,鋼筋混凝土造,83年4月8日,七層,
RPXNMLMKKHOFFCF58CA,18,131.18,住家用,鋼筋混凝土造,90年5月25日,十四層,十四層
RPXNMLMKKHOFFCF58CA,18,49.72,共有部分,鋼筋混凝土造,90年5月25日,十四層,
RPXNMLMKKHOFFCF58CA,18,18.93,共有部分,鋼筋混凝土造,90年5月25日,十四層,
RPWNMLLKKHOFFCF38CA,38,92.46,住家用,加強磚造,70年3月5日,二層,二層 陽台 平台 一層
RPTNMLLKKHOFFCF08CA,22,16.19,共有部分,鋼筋混凝土造,85年7月10日,十四層,
RPTNMLLKKHOFFCF08CA,22,56.57,住家用,鋼筋混凝土造,85年7月10日,十四層,十層
RPSNMLNKKHOFFCF18CA,37,79.30,住商用,鋼筋混凝土造,70年10月23日,五層,一層 騎樓
RPRNMLMKLHOFFCF08CA,10,77.86,住家用,鋼筋混凝土造,98年5月5日,十五層,十三層
RPRNMLMKLHOFFCF08CA,10,8.16,共有部分,鋼筋混凝土造,98年5月5日,十五層,
RPRNMLMKLHOFFCF08CA,10,22.32,共有部分,鋼筋混凝土造,98年5月5日,十五層,
RPRNMLMKLHOFFCF08CA,10,43.62,共有部分,鋼筋混凝土造,98年5月5日,十五層,
RPVNMLNKKHOFFCF48CA,35,277.04,工業用,鋼筋混凝土造,73年4月10日,五層,二層
RPVNMLNKKHOFFCF48CA,35,16.23,共有部分,鋼筋混凝土造,73年4月10日,五層,
RPVNMLNKKHOFFCF48CA,35,25.06,共有部分,鋼筋混凝土造,73年4月10日,五層,
RPTPMLQLKHOFFBF78CA,28,224.50,住家用,鋼筋混凝土造,79年12月22日,十一層,十層 十一層
RPTPMLQLKHOFFBF78CA,28,5.81,共有部分,鋼筋混凝土造,79年12月22日,十一層,
RPTPMLQLKHOFFBF78CA,28,25.90,見其他登記事項,鋼筋混凝土造,79年12月22日,十二層,地下一層
RPTPMLQLKHOFFBF78CA,28,34.76,見其他登記事項,鋼筋混凝土造,79年12月22日,十二層,防空避難室
RPROMLMKLHOFFCF18CA,13,93.32,住家用,鋼筋混凝土造,94年10月5日,十四層,八層
RPROMLMKLHOFFCF18CA,13,71.99,共有部分,鋼筋混凝土造,94年10月5日,十四層,
RPSNMLKLKHOFFDF08CA,,79.57,住家用,鋼筋混凝土造,,四層,三層
RPXNMLMLNHOFFCF98CA,41,95.74,住家用,鋼筋混凝土造,67年5月1日,五層,五層
RPRNMLMLKHOFFBF97CA,2,95.41,見其他登記事項,鋼筋混凝土造,106年1月6日,九層,九層
RPRNMLMLKHOFFBF97CA,2,17.08,見其他登記事項,鋼筋混凝土造,106年1月6日,九層,
RPRNMLMLKHOFFBF97CA,2,17.48,見其他登記事項,鋼筋混凝土造,106年1月6日,九層,
RPQUMLTKKHOFFBF56CA,,87.75,見其他登記事項,鋼筋混凝土造,107年9月28日,十八層,四層
RPQUMLTKKHOFFBF56CA,,28.35,見其他登記事項,鋼筋混凝土造,107年9月28日,十八層,
RPQUMLTKKHOFFBF56CA,,59.71,見其他登記事項,鋼筋混凝土造,107年9月28日,十八層,
RPQUMLTKKHOFFBF56CA,,2.29,見其他登記事項,鋼筋混凝土造,107年9月28日,十八層,
RPXOMLNKKHOFFBF68CA,,178.15,見其他登記事項,鋼筋混凝土造,107年8月31日,十九層,十九層
RPXOMLNKKHOFFBF68CA,,156.37,見其他登記事項,鋼筋混凝土造,107年8月31日,十九層,
RPWOMLLJKHOFFBF28CA,16,73.25,住家用,鋼筋混凝土造,92年5月9日,八層,六層
RPWOMLLJKHOFFBF28CA,16,49.75,共有部分,鋼筋混凝土造,92年5月9日,八層,
RPRPMLLJKHOFFBF87CA,42,66.83,住家用,鋼筋混凝土造,65年11月2日,四層,三層 陽台
RPOPMLLJKHOFFBF57CA,13,73.43,住家用,鋼筋混凝土造,94年10月21日,十二層,二層
RPOPMLLJKHOFFBF57CA,13,51.68,共有部分,鋼筋混凝土造,94年10月21日,十三層,
RPWOMLPJLHOFFBF78CA,6,51.24,見其他登記事項,鋼筋混凝土造,102年3月21日,十五層,十四層
RPWOMLPJLHOFFBF78CA,6,28.41,見其他登記事項,鋼筋混凝土造,102年3月21日,十五層,
RPWOMLPJLHOFFBF78CA,6,7.56,見其他登記事項,鋼筋混凝土造,102年3月21日,十五層,
RPOPMLNKKHOFFBF87CA,,185.15,見其他登記事項,鋼筋混凝土造,107年8月31日,十九層,十九層
RPOPMLNKKHOFFBF87CA,,129.36,見其他登記事項,鋼筋混凝土造,107年8月31日,十九層,
RPROMLNLKHOFFBF18CA,40,69.49,住家用,鋼筋混凝土造,67年10月6日,四層,陽台 三層
RPQNMLOJLHOFFBF97CA,18,47.54,共有部分,鋼筋混凝土造,90年5月18日,十三層,
RPQNMLOJLHOFFBF97CA,18,81.78,住家用,鋼筋混凝土造,90年5月18日,十三層,十二層
RPUQMLMKKHOFFAF38CA,24,71.73,共有部份,鋼筋混凝土造,84年1月21日,十九層,
RPUQMLMKKHOFFAF38CA,24,89.69,住家用,鋼筋混凝土造,84年1月21日,十九層,十層
RPUQMLMKKHOFFAF38CA,24,.21,共有部份,鋼筋混凝土造,84年1月21日,十九層,
RPUQMLMKKHOFFAF38CA,24,1.41,見使用執照,鋼筋混凝土造,84年1月21日,十九層,
RPVNMLMKKHOFFAF18CA,,40.05,住家用,鋼筋混凝土造,,五層,五層
RPXNMLNKKHOFFAF48CA,6,55.61,住家用,鋼筋混凝土造,102年5月3日,十九層,十三層
RPXNMLNKKHOFFAF48CA,6,22.63,見其他登記事項,鋼筋混凝土造,102年5月3日,十九層,
RPWNMLNKKHOFFAF38CA,8,48.34,住家用,鋼骨鋼筋混凝土造,99年8月31日,二十一層,四層
RPWNMLNKKHOFFAF38CA,8,20.43,見其他登記事項,鋼骨鋼筋混凝土造,99年8月31日,二十一層,
RPQOMLNKKHOFFAF87CA,21,33.43,住家用,鋼筋混凝土造,87年4月16日,十九層,五層
RPQOMLNKKHOFFAF87CA,21,4.91,共有部份,鋼筋混凝土造,87年4月16日,二十五層,
RPQOMLNKKHOFFAF87CA,21,7.71,共有部份,鋼筋混凝土造,87年4月16日,二十五層,
RPRNMLNKKHOFFAF87CA,,84.98,住家用,加強磚造,,四層,三層 陽台
RPQNMLLKKHOFFAF57CA,,62.78,見其他登記事項,鋼骨鋼筋混凝土造,107年12月13日,二十層,五層
RPQNMLLKKHOFFAF57CA,,32.03,見其他登記事項,鋼骨鋼筋混凝土造,107年12月13日,二十層,
RPWNMLPKKHOFFAF58CA,38,92.31,住家用,鋼筋混凝土造,69年8月6日,五層,一層 平台
RPPNMLKLKHOFFAF47CA,44,83.22,住家用,鋼筋混凝土造,64年6月7日,四層,三層
RPQNMLNKKHOFFAF77CA,4,74.51,住家用,鋼筋混凝土造,103年8月8日,二十一層,七層
RPQNMLNKKHOFFAF77CA,4,20.62,見其他登記事項,鋼筋混凝土造,103年8月8日,二十一層,
RPQNMLNKKHOFFAF77CA,4,13.73,見其他登記事項,鋼筋混凝土造,103年8月8日,二十一層,
RPQNMLNKKHOFFAF77CA,4,31.57,見其他登記事項,鋼筋混凝土造,103年8月8日,二十一層,
RPQNMLOKKHOFFAF87CA,22,49.38,見其他登記事項,鋼筋混凝土造,86年3月14日,十八層,
RPRQMLMKLHOFFAF18CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十二層
RPVQMLMKLHOFFAF58CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,六層
RPRQMLMKLHOFFAF18CA,,45.14,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPVQMLMKLHOFFAF58CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPWQMLMKLHOFFAF68CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPWQMLMKLHOFFAF68CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPUQMLMKLHOFFAF48CA,,75.27,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,四層
RPUQMLMKLHOFFAF48CA,,61.89,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPTQMLMKLHOFFAF38CA,,67.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十九層 見其他登記事項
RPTQMLMKLHOFFAF38CA,,57.98,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPSQMLMKLHOFFAF28CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十八層
RPSQMLMKLHOFFAF28CA,,47.06,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPSPMLMKLHOFFAF18CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,五層
RPPQMLMKLHOFFAF97CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,八層
RPSPMLMKLHOFFAF18CA,,47.06,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPPQMLMKLHOFFAF97CA,,45.14,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXPMLMKLHOFFAF68CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,七層
RPXPMLMKLHOFFAF68CA,,47.06,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQQMLMKLHOFFAF08CA,,45.81,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十層
RPQQMLMKLHOFFAF08CA,,45.14,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPXQMLMKLHOFFAF78CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十四層
RPXQMLMKLHOFFAF78CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPQRMLMKLHOFFAF18CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十八層
RPQRMLMKLHOFFAF18CA,,62.51,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
RPORMLMKLHOFFAF97CA,,76.49,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,十六層
RPORMLMKLHOFFAF97CA,,64.69,見其他登記事項,鋼筋混凝土造,107年12月27日,十九層,
