鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1051229,土地1建物1車位1,十層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.67,2,1,1,有,有,有,21800,422,坡道平面,0.0,0,,RPVQMLPKKHMFFCB58CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060110,土地1建物1車位1,二層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.72,2,1,1,有,有,有,21800,422,坡道平面,0.0,0,,RPWQMLPKKHMFFCB68CC
北屯區,房地(土地+建物),臺中市北屯區昌平路二段50之6巷2弄1~30號,17.69,住,,,1060212,土地1建物2車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810123,85.89,3,1,2,有,有,有,15000,175,,0.0,0,,RPUOMLPKKHMFFBB18CC
北屯區,房地(土地+建物),臺中市北屯區大連西路42巷1~30號,78.0,住,,,1060210,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0600729,106.04,5,2,2,有,無,無,17000,160,,0.0,0,,RPWRMLPKKHMFFBB68CC
東區,房地(土地+建物),臺中市東區自由路三段1~30號,9.61,住,,,1060115,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000105,154.16,0,0,0,無,有,有,38000,246,,0.0,0,,RPSNMLPKKHMFFAB77CC
東區,建物,臺中市東區十甲路421~450號,0.0,住,,,1060206,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830322,30.58,1,0,1,有,有,有,6500,213,,0.0,0,,RPSOMLQKKHMFFAB97CC
南區,房地(土地+建物)+車位,臺中市南區德富路211~240號,18.94,住,,,1060121,土地1建物1車位1,二層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0990921,142.06,3,2,2,有,有,有,24000,169,坡道平面,28.21,0,租金含管理費。,RPSPMLQKKHMFFAB08CC
西區,房地(土地+建物)+車位,臺中市西區公益路361~390號,10.24,住,,,1060124,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0891021,104.10999999999999,2,1,1,有,有,有,22000,211,坡道機械,6.92,0,,RPXPMLQKKHMFFAB58CC
北屯區,房地(土地+建物),臺中市北屯區東山路一段43巷1~30號,52.8,住,,,1060216,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,0681024,165.28,3,2,2,有,無,無,12000,73,,0.0,0,,RPVNMLQKKHMFFBB28CC
北區,房地(土地+建物)+車位,臺中市北區進化北路301~330號,5.59,商,,,1060203,土地2建物1車位1,四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,83.55,0,0,0,無,有,有,20000,239,坡道機械,0.0,0,含管理費,RPVPMLQKKHMFFBB48CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.87,商,,,1060207,土地2建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,99.21000000000001,0,0,0,無,有,有,15000,151,,0.0,0,含管理費,RPWPMLQKKHMFFBB58CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.75,商,,,1060206,土地2建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,66.83,0,0,0,無,有,有,14000,209,,0.0,0,,RPXPMLQKKHMFFBB68CC
北區,房地(土地+建物)+車位,臺中市北區進化北路301~330號,6.02,商,,,1060206,土地2建物1車位1,七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,80.01,0,0,0,無,有,有,18000,225,坡道機械,0.0,0,含管理費,RPOQMLQKKHMFFBB87CC
北區,車位,臺中市北區進化北路301~330號,0.5,商,,,1060211,土地0建物0車位1,,,其他,,,,31.88,0,0,0,有,有,無,3500,,坡道平面,31.88,0,,RPPQMLQKKHMFFBB97CC
南屯區,房地(土地+建物),臺中市南屯區寶山五街1~30號,20.54,住,,,1060124,土地1建物1車位0,見其他登記事項,12,其他,住商用,鋼筋混凝土造,0831007,222.54,3,2,3,有,有,無,17000,76,,0.0,0,,RPWNMLQKKHMFFCB48CC
南屯區,建物,臺中市南屯區忠勇路31~60號,0.0,住,,,1060122,土地0建物1車位0,一層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,1021017,147.39,1,0,1,有,有,有,32500,221,,0.0,0,,RPTOMLQKKHMFFCB28CC
西屯區,房地(土地+建物),臺中市西屯區工業區17路1~30號,99.0,住,,,1060208,土地1建物1車位0,全,3,透天厝,工業用,鋼筋混凝土造,0811030,87.3,3,0,3,有,無,無,16200,186,,0.0,0,,RPOPMLQKKHMFFCB87CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.48,商,,,1060213,土地1建物1車位0,十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,71.82,0,0,0,無,有,有,15000,209,,0.0,0,,RPQPMLQKKHMFFCB08CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,8.21,商,,,1060210,土地1建物1車位0,八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,84.86,2,1,2,有,無,有,23000,271,,0.0,0,含管理費,RPRPMLQKKHMFFCB18CC
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段1~30號,10.54,商,,,1060205,土地1建物1車位1,五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,132.76999999999998,3,1,1,有,有,有,26000,196,坡道平面,37.8,0,,RPSPMLQKKHMFFCB28CC
西屯區,房地(土地+建物)+車位,臺中市西屯區安和路151~180號,31.74,住,,,1060202,土地2建物1車位2,二層,11,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040320,197.82999999999998,0,0,0,無,有,無,47000,238,坡道平面,0.0,0,,RPWNMLRKKHMFFCB58CC
西屯區,房地(土地+建物),臺中市西屯區市政路481~510號,12.95,其他,,,1060208,土地1建物1車位0,八層,29,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1011219,218.66,0,0,0,無,有,無,46000,210,,0.0,0,,RPXNMLRKKHMFFCB68CC
西屯區,房地(土地+建物),臺中市西屯區河南路三段121~150號,12.14,其他,,,1060125,土地1建物1車位0,十一層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960313,102.35,1,1,1,有,有,有,22324,218,,0.0,0,租金含管理費,RPWOMLRKKHMFFCB68CC
西屯區,房地(土地+建物)+車位,臺中市西屯區朝富路211~240號,17.04,其他,,,1060210,土地1建物1車位3,九層,34,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1040924,279.65,0,0,0,無,有,無,64520,231,坡道機械,0.0,0,,RPXOMLRKKHMFFCB78CC
西屯區,房地(土地+建物)+車位,臺中市西屯區朝富路211~240號,17.54,其他,,,1060210,土地1建物1車位3,九層,34,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1040924,288.91,0,0,0,無,有,無,66430,230,坡道機械,0.0,0,,RPQPMLRKKHMFFCB18CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060125,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.53,2,1,1,有,有,有,21800,423,坡道平面,0.0,0,,RPOQMLRKKHMFFCB08CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060214,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,61.86,3,1,1,有,有,有,26800,433,坡道平面,0.0,0,,RPQQMLRKKHMFFCB28CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060216,土地1建物1車位1,九層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.83,2,1,1,有,有,有,21800,421,坡道平面,0.0,0,,RPSQMLRKKHMFFCB48CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060101,土地1建物1車位1,十層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.53,2,1,1,有,有,有,21480,417,坡道平面,0.0,0,,RPUQMLRKKHMFFCB68CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060101,土地1建物1車位1,十層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.83,2,1,1,有,有,有,21480,414,坡道平面,0.0,0,,RPWQMLRKKHMFFCB88CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060102,土地1建物1車位1,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.53,2,1,1,有,有,有,21800,423,坡道平面,0.0,0,,RPPRMLRKKHMFFCB28CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060103,土地1建物1車位1,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.67,2,1,1,有,有,有,21800,422,坡道平面,0.0,0,,RPQRMLRKKHMFFCB38CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060115,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.53,2,1,1,有,有,有,21800,423,坡道平面,0.0,0,,RPRRMLRKKHMFFCB48CC
西屯區,建物,臺中市西屯區市政北一路241~270號,9.91,住,,,1060215,土地0建物1車位0,十一層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,141.78,3,2,2,有,無,有,29000,205,,0.0,0,,RPURMLRKKHMFFCB78CC
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段691~720號,12.52,商,,,1060206,土地1建物1車位1,七層,26,辦公商業大樓,商業用,見其他登記事項,0810829,232.54,0,0,0,無,有,有,30000,129,坡道機械,0.0,0,,RPPOMLRKKHMFFBB87CC
北區,房地(土地+建物)+車位,臺中市北區民權路361~390號,44.26,住,,,1060208,土地1建物1車位1,十層,12,辦公商業大樓,商業用,鋼筋混凝土造,0790611,416.91,2,0,0,有,有,有,72500,174,坡道平面,0.0,0,,RPSOMLRKKHMFFBB18CC
北屯區,車位,臺中市北屯區臺中市北屯區文心路四段271~300號,0.0,,,,1060210,土地0建物0車位1,,,其他,,,,13.61,0,0,0,有,有,無,2200,,坡道機械,13.61,2200,,RPORMLRKKHMFFBB08CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,9.74,商,,,1060126,土地1建物1車位0,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,107.75,2,1,2,有,有,有,21000,195,,0.0,0,,RPQRMLRKKHMFFBB28CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,9.74,商,,,1060208,土地1建物1車位0,十五層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,106.94,2,1,2,有,有,有,23500,220,,0.0,0,含管理費,RPRRMLRKKHMFFBB38CC
西區,房地(土地+建物),臺中市西區臺灣大道271~300號,5.93,住,,,1060207,土地1建物1車位0,十一層,32,辦公商業大樓,商業用,見其他登記事項,,132.25,0,0,0,無,有,無,28000,212,,0.0,0,,RPSNMLRKKHMFFAB97CC
西區,房地(土地+建物),臺中市西區中興街122巷1~30號,27.0,住,,,1060217,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700728,74.44,3,2,1,有,無,無,11000,148,,0.0,0,,RPOOMLRKKHMFFAB67CC
西區,建物,臺中市西區民權路361~390號,36.42,住,,,1060120,土地0建物1車位0,見其他登記事項,7,店面(店鋪),商業用,鋼筋混凝土造,0711201,147.09,0,0,0,無,無,無,32000,218,,0.0,0,租賃範圍不含車位，且無法區分車位面積。,RPSOMLRKKHMFFAB08CC
龍井區,房地(土地+建物),臺中市龍井區中沙路新庄仔巷31~60號,20.64,,鄉村區,乙種建築用地,1060121,土地1建物1車位0,一層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050628,91.61,2,2,1,有,無,有,18000,196,,0.0,0,,RPPNMLRKKHMFFIL96DC
龍井區,房地(土地+建物),臺中市龍井區中沙路新庄仔巷31~60號,20.64,,鄉村區,乙種建築用地,1060121,土地1建物1車位0,四層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050628,91.61,2,2,1,有,有,有,18000,196,,0.0,0,,RPSNMLRKKHMFFIL17CC
西區,房地(土地+建物),臺中市西區三民路一段50巷1~30號,2.82,住,,,1060122,土地2建物1車位0,十二層,19,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840113,36.81,1,0,1,有,有,有,4500,122,,0.0,0,,RPUNMLSKKHMFFAB28CC
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路361~390號,34.55,住,,,1060119,土地8建物1車位1,十一層,19,辦公商業大樓,商業用,鋼筋混凝土造,0811110,346.94,0,0,0,無,有,無,40000,119,坡道平面,30.14,2200,,RPOOMLSKKHMFFBB87CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060217,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,64.19,3,1,1,有,有,有,26800,418,坡道平面,0.0,0,,RPQNMLSKKHMFFCB08CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060106,土地1建物1車位1,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.83,2,1,1,有,有,有,21800,421,坡道平面,0.0,0,,RPXNMLTKKHMFFCB88CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060215,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.72,2,1,1,有,有,有,21800,422,坡道平面,0.0,0,,RPPOMLTKKHMFFCB18CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060209,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.83,2,1,1,有,有,有,21800,421,坡道平面,0.0,0,,RPQOMLTKKHMFFCB28CC
西屯區,房地(土地+建物)+車位,臺中市西屯區朝富路211~240號,17.04,其他,,,1060123,土地1建物1車位1,二十一層,34,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1040924,283.36,0,0,0,無,有,無,60925,215,坡道平面,0.0,3500,,RPOOMLKLKHMFFCB27CC
西屯區,房地(土地+建物),臺中市西屯區臺灣大道三段691~720號,10.0,住,,,1060201,土地1建物1車位0,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980914,140.28,1,2,1,有,有,有,27500,196,,0.0,0,,RPWOMLKLKHMFFCB08CC
西屯區,建物,臺中市西屯區臺灣大道二段631~660號,0.0,,,,1060218,土地0建物1車位0,三層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1011212,348.3,0,0,0,無,無,無,89556,257,,0.0,0,,RPQPMLKLKHMFFCB57CC
南區,房地(土地+建物),臺中市南區忠明南路781~810號,15.48,住,,,1060125,土地1建物1車位0,三十八層,42,辦公商業大樓,住家用,鋼筋混凝土造,0830217,350.80999999999995,0,0,0,無,有,無,38203,109,,0.0,0,,RPTPMLKLKHMFFAB67CC
太平區,建物,臺中市太平區宜昌路511~540號,0.0,住,,,1060210,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0940516,29.03,1,0,1,有,無,有,5600,193,,0.0,0,承租部分面積,RPPOMLKLKHMFFHL88CC
西屯區,土地,福星段571~600地號,483.12,住,,,1060117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,43800,91,,0.0,0,,RPUNMLLLKHMFFCB87CC
西屯區,房地(土地+建物),臺中市西屯區成都路301~330號,1458.0,住,,,1060220,土地1建物3車位0,見其他登記事項,2,店面(店鋪),見其他登記事項,鋼筋混凝土造,0880621,732.5,0,0,0,無,無,無,350000,478,,0.0,0,106/2/20~106/6/19為裝潢期免付租金，106/6/20-109/6/19租金為35萬，之後每三年調幅3%,RPRNMLMLKHMFFCB67CC
西屯區,房地(土地+建物)+車位,臺中市西屯區河南路三段61~90號,1399.79,住,,,1060120,土地0建物1車位0,十一層,29,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011228,44.94,4,2,3,有,無,有,56000,0,坡道平面,6144.6,0,,RPTNMLMLKHMFFCB87CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1051225,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.72,2,1,1,有,有,有,21800,422,坡道平面,0.0,0,,RPUNMLMLKHMFFCB97CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,5.55,商,,,1060131,土地1建物1車位0,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.8,0,0,0,無,有,有,14000,227,,0.0,0,,RPVPMLMLKHMFFCB28CC
西屯區,車位,臺中市西屯區文心路三段1~30號,0.0,,,,1060206,土地0建物0車位1,,,其他,,,,35.91,0,0,0,有,有,無,2300,,坡道平面,35.91,2300,,RPWPMLMLKHMFFCB38CC
北區,房地(土地+建物),臺中市北區一中街241~270號,55.0,住,,,1060126,土地1建物1車位0,全,5,透天厝,見其它登記事項,鋼筋混凝土造,0971127,39.99,1,1,1,有,有,無,20000,500,,0.0,0,,RPRNMLMLKHMFFBB57CC
北區,房地(土地+建物),臺中市北區錦新街1~30號,185.0,住,,,1060126,土地1建物1車位0,七層,7,辦公商業大樓,見其它登記事項,鋼筋混凝土造,0980120,136.39,0,0,0,無,有,無,28800,211,,0.0,0,,RPUNMLMLKHMFFBB87CC
北屯區,房地(土地+建物),臺中市北屯區太和二街91~120號,294.98,住,,,1060201,土地1建物1車位0,一層,1,廠辦,見其它登記事項,見其它登記事項,1040701,141.06,0,0,0,無,無,無,18000,128,,0.0,0,,RPQPMLMLKHMFFBB67CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,5.83,商,,,1060215,土地1建物1車位0,九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,62.94,0,0,0,無,有,有,16500,262,,0.0,0,,RPRQMLMLKHMFFBB87CC
北屯區,車位,臺中市北屯區文心路四段271~300號,0.0,,,,1060215,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPTQMLMLKHMFFBB08CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,6.92,商,,,1060214,土地1建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,90.91,1,1,1,有,有,有,17000,187,,0.0,0,,RPUQMLMLKHMFFBB18CC
北屯區,車位,臺中市北屯區文心路四段271~300號,0.0,,,,1060216,土地0建物0車位1,,,其他,,,,13.61,0,0,0,有,有,無,2500,,坡道機械,13.61,2500,,RPVQMLMLKHMFFBB28CC
烏日區,土地,北里段571~600地號,1386.0,,特定農業區,農牧用地,1060213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,67000,48,,0.0,0,,RPQNMLMLKHMFFGL98CC
大甲區,房地(土地+建物),臺中市大甲區光明路91~120號,23.7,住,,,1060203,土地1建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0730621,62.3,0,0,0,無,無,無,19000,305,,0.0,0,,RPQNMLMLKHMFFBL48CC
大雅區,建物,臺中市大雅區中清東路241~270號,0.0,,,,1060217,土地0建物1車位12,三層,6,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0901130,740.82,0,0,0,無,無,無,90000,121,坡道平面,0.0,0,,RPUNMLMLKHMFFFL66CC
龍井區,房地(土地+建物),臺中市龍井區臺西南路211~240號,445.0,工,,,1060220,土地1建物1車位0,一層,1,工廠,見其他登記事項,鋼造,0671110,207.0,0,0,0,有,無,無,56000,,,0.0,0,,RPPNMLMLKHMFFIL09CC
烏日區,房地(土地+建物),臺中市烏日區新興路661~690號,11.49,住,,,1060210,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0701201,58.93,2,1,1,有,無,有,8600,146,,0.0,0,,RPVNMLNLKHMFFGL96CC
